id,category,category_label,topic,difficulty,question,options,answer,solution,source_repo,source_file
Which year showed the highest percentage growth in sales?",2021 | 2026 | 2018 | 4042,2021,"2020: (12,000 - 10,000) ÷ 10,000 × 100 = 20%. 2021: (15,000 - 12,000) ÷ 12,000 × 100 = 25%. 2022: (18,000 - 15,000) ÷ 15,000 × 100 = 20%. 2023: (20,000 - 18,000) ÷ 18,000 × 100 ≈ 11.11%. Highest is 2021.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0047,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Total profit = 5710, % = (2000 ÷ 5710) × 100 ≈ 35, 03%

What is the percentage contribution of 2023 profit to total profit?",35.03% | 37.53% | 33.53% | 42.04%,35.03%,Total profit = 5710. 2023: 2000. % = (2000 ÷ 5710) × 100 ≈ 35.03%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0048,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Total = 5 + 6 + 7 + 8 + 10 = 36, Average = 36 ÷ 5 = 7, 2%

What is the average profit margin over the five years?",7.2% | 9.7% | 5.7% | 8.64%,7.2%,Total = 5 + 6 + 7 + 8 + 10 = 36. Average = 36 ÷ 5 = 7.2%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0049,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: 2023: 2000 - 2022: 1440 = 560 units

What is the difference in profit between 2022 and 2023?",560 units | 565 units | 557 units | 1120 units,560 units,2023: 2000 - 2022: 1440 = 560 units.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0050,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"If sales in 2024 are projected to grow by 10% with a 12% margin, what is the projected profit?","2640 units **Combination Chart 2: Revenue ($1000) and Growth Rate (%) of a Company (2020–2023)** - Bar (Revenue): 2020 (500), 2021 (600), 2022 (750), 2023 (900) - Line (Growth Rate): 2021 (20%), 2022 (25%), 2023 (20%) | 2645 units **Combination Chart 2: Revenue ($1000) and Growth Rate (%) of a Company (2020–2023)** - Bar (Revenue): 2020 (500), 2021 (600), 2022 (750), 2023 (900) - Line (Growth Rate): 2021 (20%), 2022 (25%), 2023 (20%) | 2637 units **Combination Chart 2: Revenue ($1000) and Growth Rate (%) of a Company (2020–2023)** - Bar (Revenue): 2020 (500), 2021 (600), 2022 (750), 2023 (900) - Line (Growth Rate): 2021 (20%), 2022 (25%), 2023 (20%) | 5280 units **Combination Chart 2: Revenue ($1000) and Growth Rate (%) of a Company (2020–2023)** - Bar (Revenue): 2020 (500), 2021 (600), 2022 (750), 2023 (900) - Line (Growth Rate): 2021 (20%), 2022 (25%), 2023 (20%)","2640 units **Combination Chart 2: Revenue ($1000) and Growth Rate (%) of a Company (2020–2023)** - Bar (Revenue): 2020 (500), 2021 (600), 2022 (750), 2023 (900) - Line (Growth Rate): 2021 (20%), 2022 (25%), 2023 (20%)","2023 Sales = 20,000. 2024 Sales = 20,000 × 1.1 = 22,000. Profit = 22,000 × 0.12 = 2640 units.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0051,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Revenue = 900 ($1000) = $900,000

What is the revenue in 2023?","$900,000 | $905,000 | $897,000 | $1800,000","$900,000","Revenue = 900 ($1000) = $900,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0052,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: 2022 (25%) is highest

Which year had the highest growth rate?",2022 | 2027 | 2019 | 4044,2022,2022 (25%) is highest.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0053,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Initial = 500, Final = 900, CAGR = [(900 ÷ 500)^(1/3) - 1] × 100 ≈ 21, 64%

What is the CAGR of revenue from 2020 to 2023?",21.64% | 24.14% | 20.14% | 25.97%,21.64%,"Initial = 500, Final = 900. CAGR = [(900 ÷ 500)^(1/3) - 1] × 100 ≈ 21.64%.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0054,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Total = 500 + 600 + 750 + 900 = 2750 ($1000) = $2,750,000

What is the total revenue over the four years?","$2,750,000 | $4,750,000 | $1,750,000 | $32,750,000","$2,750,000","Total = 500 + 600 + 750 + 900 = 2750 ($1000) = $2,750,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0055,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: 2021 (600) : 2022 (750) = 600 : 750 = 4 : 5

What is the ratio of revenue in 2021 to 2022?",4 : 5 | 6 : 5 | 1 : 5 | 8 : 5,4 : 5,2021 (600) : 2022 (750) = 600 : 750 = 4 : 5.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0056,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Growth = 900 - 500 = 400 ($1000) = $400,000

What is the absolute growth in revenue from 2020 to 2023?","$400,000 | $405,000 | $397,000 | $800,000","$400,000","Growth = 900 - 500 = 400 ($1000) = $400,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0057,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Total: 2750, % = (750 ÷ 2750) × 100 ≈ 27, 27%

What is the percentage contribution of 2022 revenue to total revenue?",27.27% | 29.77% | 25.77% | 32.72%,27.27%,2022: 750. Total: 2750. % = (750 ÷ 2750) × 100 ≈ 27.27%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0058,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: Total = 20 + 25 + 20 = 65, Average = 65 ÷ 3 ≈ 21, 67%

What is the average growth rate from 2021 to 2023?",21.67% | 24.17% | 20.17% | 26%,21.67%,Total = 20 + 25 + 20 = 65. Average = 65 ÷ 3 ≈ 21.67%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0059,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: 2023: 900 - 2022: 750 = 150 ($1000) = $150,000

What is the difference in revenue between 2022 and 2023?","$150,000 | $155,000 | $147,000 | $300,000","$150,000","2023: 900 - 2022: 750 = 150 ($1000) = $150,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-combination-chart-based-questions-0060,data-interpretation,Data Interpretation and Analysis,Combination Chart-Based Questions,advanced,"Data Context: 2024 = 900 × 1, 15 = 1035 ($1000) = $1,035,000

If 2024 revenue grows at 15%, what is the projected revenue?","$1,035,000 | $3,035,000 | $2,035,000 | $31,035,000","$1,035,000","2023: 900. 2024 = 900 × 1.15 = 1035 ($1000) = $1,035,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0061,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: Total = 800 + 600 + 400 + 200 = 2000 ($1000) = $2,000,000

What is the total market revenue in 2023?","$2,000,000 | $4,000,000 | $1,000,000 | $32,000,000","$2,000,000","Total = 800 + 600 + 400 + 200 = 2000 ($1000) = $2,000,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0062,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: A (40%) is highest

Which company has the highest market share?",Company A | None of the above | Both Company A... and alternative | Insufficient data,Company A,A (40%) is highest.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0063,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: A (800) : C (400) = 800 : 400 = 2 : 1

What is the ratio of revenue of Company A to Company C?",2 : 1 | 4 : 1 | 1 : 1 | 32 : 1,2 : 1,A (800) : C (400) = 800 : 400 = 2 : 1.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0064,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: Total: 2000, % = (600 ÷ 2000) × 100 = 30%

What is the percentage contribution of Company B’s revenue to total revenue?",30% | 35% | 27% | 60%,30%,B: 600. Total: 2000. % = (600 ÷ 2000) × 100 = 30%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0065,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: Increase = 200 × 0, 25 = 50, New = 200 + 50 = 250 ($1000) = $250,000

If Company D’s revenue grows by 25% in 2024, what is the new revenue?","$250,000 | $255,000 | $247,000 | $500,000","$250,000","D: 200. Increase = 200 × 0.25 = 50. New = 200 + 50 = 250 ($1000) = $250,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0066,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: C (20%) + D (10%) = 30%

What is the combined market share of Companies C and D?",30% | 35% | 27% | 60%,30%,C (20%) + D (10%) = 30%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0067,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: A (800) - B (600) = 200 ($1000) = $200,000

What is the difference in revenue between Companies A and B?","$200,000 | $205,000 | $197,000 | $400,000","$200,000","A (800) - B (600) = 200 ($1000) = $200,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0068,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"If total market revenue grows by 10% in 2024, what is Company A’s projected revenue (same share)?","$880,000 | $885,000 | $877,000 | $1760,000","$880,000","Total: 2000 × 1.1 = 2200. A: 40% of 2200 = 880 ($1000) = $880,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0069,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: Weighted share = [(40 × 800) + (30 × 600) + (20 × 400) + (10 × 200)] ÷ 2000 = 40%

What is the weighted average market share, weighted by revenue?",40% | 45% | 37% | 80%,40%,Weighted share = [(40 × 800) + (30 × 600) + (20 × 400) + (10 × 200)] ÷ 2000 = 40%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0070,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,Which company has the lowest revenue?,"Company D **Pie Chart 2: Budget Allocation (%) and Actual Spending ($1000) in 2023** - Salaries: 50%, Spending: 1000 - Rent: 20%, Spending: 400 - Supplies: 15%, Spending: 300 - Marketing: 15%, Spending: 300 | Company D **Pie Chart 4: Budget Allocation (%) and Actual Spending ($1000) in 2023** - Salaries: 50%, Spending: 1000 - Rent: 20%, Spending: 400 - Supplies: 15%, Spending: 300 - Marketing: 15%, Spending: 300 | Company D **Pie Chart 1: Budget Allocation (%) and Actual Spending ($1000) in 2023** - Salaries: 50%, Spending: 1000 - Rent: 20%, Spending: 400 - Supplies: 15%, Spending: 300 - Marketing: 15%, Spending: 300 | Company D **Pie Chart 32: Budget Allocation (%) and Actual Spending ($1000) in 2023** - Salaries: 50%, Spending: 1000 - Rent: 20%, Spending: 400 - Supplies: 15%, Spending: 300 - Marketing: 15%, Spending: 300","Company D **Pie Chart 2: Budget Allocation (%) and Actual Spending ($1000) in 2023** - Salaries: 50%, Spending: 1000 - Rent: 20%, Spending: 400 - Supplies: 15%, Spending: 300 - Marketing: 15%, Spending: 300",D (200) is lowest.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0071,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: Total = 1000 + 400 + 300 + 300 = 2000 ($1000) = $2,000,000

What is the total budget spending in 2023?","$2,000,000 | $4,000,000 | $1,000,000 | $32,000,000","$2,000,000","Total = 1000 + 400 + 300 + 300 = 2000 ($1000) = $2,000,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0072,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: Salaries (50%) is highest

Which category has the highest allocation?",Salaries | None of the above | Both Salaries... and alternative | Insufficient data,Salaries,Salaries (50%) is highest.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0073,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: Salaries (1000) : Rent (400) = 1000 : 400 = 5 : 2

What is the ratio of Salaries to Rent spending?",5 : 2 | 7 : 2 | 2 : 2 | 10 : 2,5 : 2,Salaries (1000) : Rent (400) = 1000 : 400 = 5 : 2.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0074,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: Total: 2000, % = (300 ÷ 2000) × 100 = 15%

What is the percentage contribution of Supplies to total spending?",15% | 20% | 12% | 30%,15%,Supplies: 300. Total: 2000. % = (300 ÷ 2000) × 100 = 15%.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
data-interpretation-advanced-pie-chart-with-secondary-data-based-questions-0075,data-interpretation,Data Interpretation and Analysis,Pie Chart with Secondary Data-Based Questions,advanced,"Data Context: Increase = 300 × 0, 2 = 60, New = 300 + 60 = 360 ($1000) = $360,000

If Marketing spending increases by 20% in 2024, what is the new amount?","$360,000 | $365,000 | $357,000 | $720,000","$360,000","Marketing: 300. Increase = 300 × 0.2 = 60. New = 300 + 60 = 360 ($1000) = $360,000.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,04 Data Interpretation and Analysis/03 Advance/README.md
